episode,score
275,15.0
276,18.0
277,15.0
278,20.0
279,15.0
280,14.0
281,17.0
282,16.0
283,12.0
284,21.0
285,20.0
286,15.0
287,17.0
288,7.0
289,12.0
290,15.0
291,9.0
292,19.0
293,12.0
294,19.0
295,21.0
296,13.0
297,13.0
298,15.0
299,15.0
300,13.0
301,5.0
302,16.0
303,12.0
304,12.0
305,12.0
306,13.0
307,15.0
308,16.0
309,14.0
310,14.0
311,14.0
312,11.0
313,19.0
314,17.0
315,15.0
316,13.0
317,15.0
318,12.0
319,18.0
320,19.0
321,15.0
322,16.0
323,13.0
324,25.0
325,21.0
326,12.0
327,12.0
328,11.0
329,16.0
330,21.0
331,9.0
332,16.0
333,16.0
334,11.0
335,8.0
336,19.0
337,16.0
338,12.0
339,11.0
340,21.0
341,20.0
342,15.0
343,15.0
344,15.0
345,9.0
346,14.0
347,18.0
348,22.0
349,14.0
350,16.0
351,19.0
352,17.0
353,15.0
354,11.0
355,21.0
356,17.0
357,13.0
358,18.0
359,12.0
360,15.0
361,18.0
362,9.0
363,13.0
364,15.0
365,21.0
366,16.0
367,15.0
368,10.0
369,16.0
370,17.0
371,15.0
372,11.0
373,24.0
374,3.0
375,10.0
376,11.0
377,10.0
378,17.0
379,19.0
380,15.0
381,13.0
382,11.0
383,13.0
384,12.0
385,14.0
386,16.0
387,17.0
388,4.0
389,19.0
390,19.0
391,11.0
392,17.0
393,14.0
394,12.0
395,18.0
396,13.0
397,11.0
398,14.0
399,11.0
400,14.0
401,21.0
402,18.0
403,17.0
404,13.0
405,18.0
406,19.0
407,17.0
408,25.0
409,16.0
410,15.0
411,19.0
412,20.0
413,8.0
414,14.0
415,19.0
416,17.0
417,14.0
418,11.0
419,18.0
420,14.0
421,15.0
422,10.0
423,19.0
424,19.0
425,14.0
426,20.0
427,16.0
428,18.0
429,16.0
430,20.0
431,12.0
432,20.0
433,12.0
434,21.0
435,11.0
436,14.0
437,14.0
438,11.0
439,14.0
440,19.0
441,18.0
442,14.0
443,16.0
444,17.0
445,17.0
446,16.0
447,20.0
448,1.0
449,15.0
450,20.0
451,14.0
452,10.0
453,22.0
454,22.0
455,16.0
456,14.0
457,9.0
458,19.0
459,15.0
460,11.0
461,16.0
462,20.0
463,15.0
464,11.0
465,12.0
466,16.0
467,16.0
468,15.0
469,18.0
470,18.0
471,11.0
472,18.0
473,10.0
474,12.0
475,18.0
476,19.0
477,13.0
478,17.0
479,15.0
480,11.0
481,18.0
482,13.0
483,19.0
484,19.0
485,11.0
486,20.0
487,16.0
488,12.0
489,12.0
490,8.0
491,19.0
492,22.0
493,20.0
494,21.0
495,14.0
496,21.0
497,15.0
498,17.0
499,19.0
500,10.0
501,16.0
502,17.0
503,14.0
504,11.0
505,18.0
506,18.0
507,17.0
508,13.0
509,13.0
510,15.0
511,16.0
512,14.0
513,8.0
514,14.0
515,20.0
516,14.0
517,14.0
518,16.0
519,19.0
520,15.0
521,13.0
522,17.0
523,15.0
524,9.0
525,16.0
526,18.0
527,11.0
528,17.0
529,18.0
530,12.0
531,12.0
532,24.0
533,11.0
534,14.0
535,15.0
536,9.0
537,17.0
538,16.0
539,22.0
540,15.0
541,11.0
542,19.0
543,19.0
544,7.0
545,13.0
546,20.0
547,10.0
548,17.0
549,15.0
550,11.0
551,13.0
552,11.0
553,9.0
554,7.0
555,15.0
556,11.0
557,19.0
558,18.0
559,11.0
560,14.0
561,23.0
562,14.0
563,12.0
564,12.0
565,13.0
566,17.0
567,18.0
568,18.0
569,16.0
570,23.0
571,18.0
572,16.0
573,19.0
574,15.0
575,4.0
576,15.0
577,15.0
578,15.0
579,10.0
580,16.0
581,15.0
582,17.0
583,16.0
584,11.0
585,13.0
586,19.0
587,19.0
588,11.0
589,13.0
590,16.0
591,17.0
592,14.0
593,18.0
594,23.0
595,14.0
596,14.0
597,20.0
598,16.0
599,14.0
600,14.0
601,14.0
602,20.0
603,18.0
604,16.0
605,16.0
606,13.0
607,15.0
608,20.0
609,26.0
610,16.0
611,12.0
612,15.0
613,16.0
614,20.0
615,19.0
616,20.0
617,18.0
618,18.0
619,20.0
620,18.0
621,22.0
622,9.0
623,10.0
624,18.0
625,12.0
626,16.0
627,18.0
628,9.0
629,18.0
630,4.0
631,13.0
632,27.0
633,20.0
634,12.0
635,19.0
636,14.0
637,8.0
638,17.0
639,14.0
640,11.0
641,15.0
642,9.0
643,19.0
644,17.0
645,20.0
646,20.0
647,10.0
648,15.0
649,10.0
650,18.0
651,10.0
652,13.0
653,18.0
654,8.0
655,15.0
656,20.0
657,16.0
658,8.0
659,9.0
660,20.0
661,15.0
662,10.0
663,15.0
664,12.0
665,10.0
666,13.0
667,14.0
668,17.0
669,24.0
670,20.0
671,13.0
672,13.0
673,15.0
674,8.0
675,17.0
676,15.0
677,13.0
678,16.0
679,16.0
680,10.0
681,14.0
682,14.0
683,8.0
684,24.0
685,17.0
686,17.0
687,6.0
688,17.0
689,15.0
690,19.0
691,8.0
692,15.0
693,20.0
694,16.0
695,15.0
696,8.0
697,19.0
698,19.0
699,16.0
700,15.0
701,17.0
702,8.0
703,13.0
704,18.0
705,14.0
706,6.0
707,10.0
708,13.0
709,20.0
710,17.0
711,21.0
712,11.0
713,14.0
714,24.0
715,20.0
716,19.0
717,15.0
718,24.0
719,12.0
720,16.0
721,16.0
722,17.0
723,10.0
724,18.0
725,12.0
726,11.0
727,14.0
728,15.0
729,22.0
730,13.0
731,17.0
732,9.0
733,15.0
734,9.0
735,11.0
736,17.0
737,10.0
738,8.0
739,17.0
740,11.0
741,18.0
742,14.0
743,19.0
744,10.0
745,12.0
746,21.0
747,13.0
748,16.0
749,19.0
750,19.0
751,17.0
752,20.0
753,8.0
754,18.0
755,16.0
756,13.0
757,13.0
758,20.0
759,20.0
760,18.0
761,10.0
762,19.0
763,13.0
764,17.0
765,18.0
766,14.0
767,16.0
768,16.0
769,9.0
770,16.0
771,17.0
772,12.0
773,15.0
774,15.0
775,14.0
776,16.0
777,12.0
778,14.0
779,9.0
780,21.0
781,13.0
782,22.0
783,14.0
784,9.0
785,8.0
786,23.0
787,14.0
788,24.0
789,14.0
790,20.0
791,12.0
792,12.0
793,14.0
794,10.0
795,9.0
796,10.0
797,21.0
798,10.0
799,18.0
800,16.0
801,19.0
802,16.0
803,8.0
804,25.0
805,8.0
806,8.0
807,11.0
808,11.0
809,14.0
810,14.0
811,15.0
812,20.0
813,19.0
814,8.0
815,16.0
816,14.0
817,19.0
818,17.0
819,18.0
820,21.0
821,15.0
822,13.0
823,18.0
824,12.0
825,15.0
826,15.0
827,19.0
828,17.0
829,21.0
830,19.0
831,17.0
832,21.0
833,14.0
834,18.0
835,13.0
836,20.0
837,12.0
838,14.0
839,16.0
840,16.0
841,12.0
842,16.0
843,11.0
844,16.0
845,19.0
846,15.0
847,21.0
848,18.0
849,17.0
850,20.0
851,25.0
852,19.0
853,14.0
854,18.0
855,9.0
856,15.0
857,19.0
858,13.0
859,21.0
860,7.0
861,14.0
862,15.0
863,21.0
864,8.0
865,15.0
866,16.0
867,25.0
868,11.0
869,13.0
870,13.0
871,19.0
872,16.0
873,18.0
874,19.0
875,21.0
876,14.0
877,15.0
878,10.0
879,17.0
880,11.0
881,15.0
882,12.0
883,17.0
884,21.0
885,23.0
886,18.0
887,15.0
888,16.0
889,11.0
890,17.0
891,18.0
892,9.0
893,8.0
894,12.0
895,8.0
896,10.0
897,19.0
898,19.0
899,11.0
900,4.0
901,18.0
902,22.0
903,10.0
904,20.0
905,19.0
906,20.0
907,16.0
908,17.0
909,13.0
910,7.0
911,13.0
912,12.0
913,10.0
914,17.0
915,15.0
916,17.0
917,16.0
918,19.0
919,10.0
920,6.0
921,19.0
922,17.0
923,13.0
924,8.0
925,19.0
926,11.0
927,11.0
928,24.0
929,11.0
930,13.0
931,14.0
932,18.0
933,16.0
934,14.0
935,19.0
936,22.0
937,17.0
938,17.0
939,22.0
940,4.0
941,15.0
942,13.0
943,19.0
944,11.0
945,11.0
946,11.0
947,15.0
948,22.0
949,21.0
950,16.0
951,14.0
952,18.0
953,11.0
954,15.0
955,13.0
956,11.0
957,17.0
958,14.0
959,12.0
960,13.0
961,16.0
962,15.0
963,15.0
964,18.0
965,18.0
966,19.0
967,13.0
968,14.0
969,20.0
970,16.0
971,19.0
972,20.0
973,16.0
974,18.0
975,11.0
976,23.0
977,17.0
978,13.0
979,11.0
980,18.0
981,14.0
982,19.0
983,10.0
984,18.0
985,16.0
986,15.0
987,16.0
988,17.0
989,12.0
990,18.0
991,12.0
992,7.0
993,13.0
994,15.0
995,19.0
996,14.0
997,15.0
998,5.0
999,7.0
1000,15.0
1001,13.0
1002,21.0
1003,11.0
1004,15.0
1005,19.0
1006,15.0
1007,11.0
1008,8.0
1009,19.0
1010,20.0
1011,20.0
1012,19.0
1013,17.0
1014,18.0
1015,20.0
1016,12.0
1017,13.0
1018,15.0
1019,16.0
1020,18.0
1021,12.0
1022,9.0
1023,17.0
1024,7.0
1025,12.0
1026,8.0
1027,17.0
1028,17.0
1029,16.0
1030,19.0
1031,13.0
1032,18.0
1033,15.0
1034,19.0
1035,22.0
1036,15.0
1037,16.0
1038,13.0
1039,17.0
1040,19.0
1041,16.0
1042,15.0
1043,23.0
1044,13.0
1045,17.0
1046,10.0
1047,25.0
1048,10.0
1049,11.0
1050,24.0
1051,15.0
1052,17.0
1053,12.0
1054,14.0
1055,7.0
1056,12.0
1057,15.0
1058,14.0
1059,10.0
1060,20.0
1061,8.0
1062,8.0
1063,17.0
1064,11.0
1065,14.0
1066,15.0
1067,6.0
1068,10.0
1069,15.0
1070,12.0
1071,6.0
1072,15.0
1073,13.0
1074,12.0
1075,12.0
1076,25.0
1077,14.0
1078,12.0
1079,8.0
1080,14.0
1081,14.0
1082,13.0
1083,15.0
1084,23.0
1085,22.0
1086,20.0
1087,12.0
1088,20.0
1089,15.0
1090,23.0
1091,21.0
1092,20.0
1093,10.0
1094,12.0
1095,11.0
1096,18.0
1097,12.0
1098,14.0
1099,14.0
1100,8.0
1101,21.0
1102,21.0
1103,12.0
1104,11.0
1105,11.0
1106,15.0
1107,13.0
1108,16.0
1109,16.0
1110,14.0
1111,14.0
1112,14.0
1113,9.0
1114,15.0
1115,19.0
1116,16.0
1117,11.0
1118,19.0
1119,17.0
1120,15.0
1121,14.0
1122,16.0
1123,19.0
1124,15.0
1125,23.0
1126,11.0
1127,15.0
1128,9.0
1129,16.0
1130,18.0
1131,15.0
1132,14.0
1133,17.0
1134,11.0
1135,18.0
1136,13.0
1137,14.0
1138,19.0
1139,17.0
1140,13.0
1141,14.0
1142,23.0
1143,15.0
1144,21.0
1145,13.0
1146,22.0
1147,18.0
1148,17.0
1149,13.0
1150,10.0
1151,15.0
1152,20.0
1153,20.0
1154,13.0
1155,19.0
1156,9.0
1157,14.0
1158,18.0
1159,15.0
1160,11.0
1161,18.0
1162,9.0
1163,12.0
1164,19.0
1165,13.0
1166,16.0
1167,18.0
1168,22.0
1169,14.0
1170,13.0
1171,14.0
1172,7.0
1173,20.0
1174,17.0
1175,14.0
1176,15.0
1177,15.0
1178,11.0
1179,12.0
1180,20.0
1181,20.0
1182,16.0
1183,12.0
1184,12.0
1185,12.0
1186,10.0
1187,9.0
1188,15.0
1189,14.0
1190,15.0
1191,19.0
1192,16.0
1193,19.0
1194,19.0
1195,11.0
1196,10.0
1197,18.0
1198,19.0
1199,20.0
1200,15.0
1201,6.0
1202,15.0
1203,22.0
1204,20.0
1205,18.0
1206,12.0
1207,14.0
1208,19.0
1209,11.0
1210,7.0
1211,17.0
1212,7.0
1213,12.0
1214,14.0
1215,13.0
1216,22.0
1217,14.0
1218,20.0
1219,14.0
1220,20.0
1221,12.0
1222,22.0
1223,15.0
1224,20.0
1225,19.0
1226,15.0
1227,16.0
1228,18.0
1229,11.0
1230,16.0
1231,17.0
1232,15.0
1233,17.0
1234,19.0
1235,11.0
1236,14.0
1237,16.0
1238,15.0
1239,18.0
1240,9.0
1241,17.0
1242,16.0
1243,11.0
1244,16.0
1245,9.0
1246,16.0
1247,15.0
1248,16.0
1249,17.0
1250,17.0
1251,17.0
1252,24.0
1253,18.0
1254,18.0
1255,20.0
1256,18.0
1257,15.0
1258,13.0
1259,12.0
1260,16.0
1261,22.0
1262,13.0
1263,13.0
1264,12.0
1265,14.0
1266,16.0
1267,14.0
1268,14.0
1269,11.0
1270,20.0
1271,11.0
1272,13.0
1273,20.0
1274,13.0
1275,19.0
1276,9.0
1277,15.0
1278,15.0
1279,10.0
1280,19.0
1281,15.0
1282,13.0
1283,14.0
1284,19.0
1285,17.0
1286,18.0
1287,14.0
1288,17.0
1289,17.0
1290,20.0
1291,12.0
1292,17.0
1293,18.0
1294,18.0
1295,20.0
1296,10.0
1297,18.0
1298,16.0
1299,12.0
1300,24.0
1301,10.0
1302,19.0
1303,15.0
1304,14.0
1305,12.0
1306,18.0
1307,18.0
1308,10.0
1309,2.0
1310,19.0
1311,17.0
1312,22.0
1313,10.0
1314,17.0
1315,20.0
1316,14.0
1317,17.0
1318,22.0
1319,16.0
1320,16.0
1321,17.0
1322,10.0
1323,11.0
1324,15.0
1325,17.0
1326,13.0
1327,7.0
1328,12.0
1329,7.0
1330,12.0
1331,17.0
1332,10.0
1333,12.0
1334,17.0
1335,13.0
1336,14.0
1337,13.0
1338,12.0
1339,20.0
1340,21.0
1341,13.0
1342,11.0
1343,15.0
1344,13.0
1345,15.0
1346,15.0
1347,15.0
1348,14.0
1349,16.0
1350,16.0
1351,16.0
1352,12.0
1353,17.0
1354,13.0
1355,13.0
1356,24.0
1357,18.0
1358,15.0
1359,21.0
1360,23.0
1361,12.0
1362,16.0
1363,13.0
1364,18.0
1365,18.0
1366,14.0
1367,20.0
1368,22.0
1369,17.0
1370,17.0
1371,15.0
1372,15.0
1373,13.0
1374,15.0
1375,17.0
1376,17.0
1377,17.0
1378,16.0
1379,21.0
1380,10.0
1381,22.0
1382,13.0
1383,15.0
1384,20.0
1385,15.0
1386,17.0
1387,18.0
1388,20.0
1389,18.0
1390,15.0
1391,18.0
1392,18.0
1393,15.0
1394,18.0
1395,15.0
1396,20.0
1397,15.0
1398,20.0
1399,17.0
1400,18.0
1401,16.0
1402,11.0
1403,16.0
1404,21.0
1405,15.0
1406,13.0
1407,20.0
1408,19.0
1409,11.0
1410,15.0
1411,16.0
1412,19.0
1413,19.0
1414,13.0
1415,14.0
1416,15.0
1417,12.0
1418,21.0
1419,16.0
1420,18.0
1421,19.0
1422,14.0
1423,15.0
1424,18.0
1425,17.0
1426,16.0
1427,17.0
1428,15.0
1429,17.0
1430,19.0
1431,18.0
1432,11.0
1433,6.0
1434,17.0
1435,17.0
1436,11.0
1437,12.0
1438,12.0
1439,11.0
1440,10.0
1441,16.0
1442,18.0
1443,18.0
1444,6.0
1445,15.0
1446,11.0
1447,13.0
1448,22.0
1449,18.0
1450,4.0
1451,17.0
1452,15.0
1453,15.0
1454,12.0
1455,10.0
1456,18.0
1457,17.0
1458,17.0
1459,16.0
1460,15.0
1461,14.0
1462,19.0
1463,4.0
1464,16.0
1465,12.0
1466,9.0
1467,14.0
1468,17.0
1469,21.0
1470,12.0
1471,13.0
1472,7.0
1473,9.0
1474,14.0
1475,22.0
1476,15.0
1477,17.0
1478,17.0
1479,14.0
1480,20.0
1481,18.0
1482,17.0
1483,15.0
1484,8.0
1485,17.0
1486,16.0
1487,17.0
1488,14.0
1489,17.0
1490,12.0
1491,11.0
1492,14.0
1493,10.0
1494,12.0
1495,11.0
1496,11.0
1497,13.0
1498,19.0
1499,13.0
1500,14.0
1501,19.0
1502,21.0
1503,12.0
1504,12.0
1505,21.0
1506,22.0
1507,19.0
1508,18.0
1509,14.0
1510,20.0
1511,11.0
1512,12.0
1513,13.0
1514,5.0
1515,15.0
1516,16.0
1517,13.0
1518,20.0
1519,2.0
1520,19.0
1521,8.0
1522,17.0
1523,7.0
1524,17.0
1525,11.0
1526,17.0
1527,14.0
1528,12.0
1529,18.0
1530,11.0
1531,17.0
1532,16.0
1533,4.0
1534,18.0
1535,14.0
1536,5.0
1537,19.0
1538,17.0
1539,13.0
1540,15.0
1541,18.0
1542,16.0
1543,12.0
1544,20.0
1545,17.0
1546,17.0
1547,19.0
1548,15.0
1549,13.0
1550,14.0
1551,17.0
1552,15.0
1553,13.0
1554,15.0
1555,9.0
1556,16.0
1557,18.0
1558,16.0
1559,17.0
1560,15.0
1561,18.0
1562,15.0
1563,18.0
1564,18.0
1565,22.0
1566,9.0
1567,22.0
1568,13.0
1569,10.0
1570,14.0
1571,16.0
1572,15.0
1573,20.0
1574,18.0
1575,12.0
1576,15.0
1577,14.0
1578,13.0
1579,18.0
1580,17.0
1581,13.0
1582,17.0
1583,18.0
1584,17.0
1585,14.0
1586,14.0
1587,19.0
1588,14.0
1589,11.0
1590,5.0
1591,20.0
1592,16.0
1593,16.0
1594,19.0
1595,8.0
1596,14.0
1597,8.0
1598,15.0
1599,11.0
1600,16.0
1601,18.0
1602,13.0
1603,12.0
1604,17.0
1605,13.0
1606,18.0
1607,16.0
1608,6.0
1609,22.0
1610,16.0
1611,16.0
1612,19.0
1613,19.0
1614,11.0
1615,11.0
1616,17.0
1617,9.0
1618,18.0
1619,16.0
1620,21.0
1621,14.0
1622,23.0
1623,19.0
1624,11.0
1625,16.0
1626,15.0
1627,15.0
1628,3.0
1629,20.0
1630,12.0
1631,5.0
1632,12.0
1633,14.0
1634,20.0
1635,12.0
1636,19.0
1637,16.0
1638,19.0
1639,10.0
1640,12.0
1641,14.0
1642,12.0
1643,18.0
1644,12.0
1645,9.0
1646,20.0
1647,24.0
1648,8.0
1649,17.0
1650,15.0
1651,6.0
1652,21.0
1653,18.0
1654,12.0
1655,16.0
1656,20.0
1657,19.0
1658,19.0
1659,19.0
1660,12.0
1661,17.0
1662,21.0
1663,16.0
1664,18.0
1665,12.0
1666,7.0
1667,16.0
1668,15.0
1669,17.0
1670,14.0
1671,19.0
1672,8.0
1673,18.0
1674,14.0
1675,14.0
1676,14.0
1677,13.0
1678,17.0
1679,19.0
1680,19.0
1681,19.0
1682,24.0
1683,16.0
1684,15.0
1685,15.0
1686,14.0
1687,12.0
1688,10.0
1689,16.0
1690,12.0
1691,19.0
1692,15.0
1693,12.0
1694,10.0
1695,14.0
1696,12.0
1697,14.0
1698,18.0
1699,13.0
1700,18.0
1701,15.0
1702,11.0
1703,14.0
1704,11.0
1705,20.0
1706,20.0
1707,13.0
1708,17.0
1709,12.0
1710,16.0
1711,11.0
1712,8.0
1713,17.0
1714,12.0
1715,16.0
1716,16.0
1717,20.0
1718,20.0
1719,17.0
1720,14.0
1721,12.0
1722,15.0
1723,20.0
1724,16.0
1725,16.0
1726,12.0
1727,16.0
1728,13.0
1729,19.0
1730,10.0
1731,19.0
1732,19.0
1733,17.0
1734,18.0
1735,12.0
1736,13.0
1737,19.0
1738,11.0
1739,11.0
1740,21.0
1741,17.0
1742,10.0
1743,16.0
1744,11.0
1745,10.0
1746,17.0
1747,13.0
1748,17.0
1749,12.0
1750,18.0
1751,12.0
1752,12.0
1753,19.0
1754,13.0
1755,11.0
1756,12.0
1757,13.0
1758,14.0
1759,16.0
1760,22.0
1761,13.0
1762,20.0
1763,12.0
1764,13.0
1765,12.0
1766,5.0
1767,17.0
1768,16.0
1769,17.0
1770,16.0
1771,18.0
1772,10.0
1773,16.0
1774,10.0
1775,19.0
1776,9.0
1777,12.0
1778,19.0
1779,16.0
1780,20.0
1781,15.0
1782,19.0
1783,15.0
1784,12.0
1785,14.0
1786,14.0
1787,20.0
1788,14.0
1789,19.0
1790,20.0
1791,15.0
1792,13.0
1793,15.0
1794,18.0
1795,8.0
1796,11.0
1797,13.0
1798,17.0
1799,18.0
1800,13.0
1801,19.0
1802,15.0
1803,22.0
1804,17.0
1805,11.0
1806,16.0
1807,22.0
1808,16.0
1809,22.0
1810,13.0
1811,17.0
1812,15.0
1813,12.0
1814,16.0
1815,15.0
1816,17.0
1817,17.0
1818,14.0
1819,10.0
1820,16.0
1821,13.0
1822,13.0
1823,18.0
1824,14.0
1825,16.0
1826,16.0
1827,15.0
1828,15.0
1829,18.0
1830,21.0
1831,15.0
1832,21.0
1833,11.0
1834,12.0
1835,18.0
1836,16.0
1837,15.0
1838,11.0
1839,18.0
1840,16.0
1841,12.0
1842,14.0
1843,11.0
1844,12.0
1845,9.0
1846,15.0
1847,17.0
1848,14.0
1849,14.0
1850,19.0
1851,13.0
1852,13.0
1853,17.0
1854,16.0
1855,10.0
1856,17.0
1857,17.0
1858,12.0
1859,10.0
1860,15.0
1861,20.0
1862,19.0
1863,18.0
1864,12.0
1865,11.0
1866,10.0
1867,13.0
1868,17.0
1869,23.0
1870,18.0
1871,14.0
1872,15.0
1873,10.0
1874,15.0
1875,16.0
1876,4.0
1877,12.0
1878,22.0
1879,19.0
1880,18.0
1881,12.0
1882,14.0
1883,13.0
1884,12.0
1885,15.0
1886,15.0
1887,18.0
1888,13.0
1889,13.0
1890,8.0
1891,7.0
1892,19.0
1893,12.0
1894,12.0
1895,14.0
1896,13.0
1897,10.0
1898,17.0
1899,21.0
1900,15.0
1901,18.0
1902,15.0
1903,18.0
1904,11.0
1905,16.0
1906,12.0
1907,14.0
1908,13.0
1909,13.0
1910,17.0
1911,13.0
1912,18.0
1913,13.0
1914,14.0
1915,19.0
1916,22.0
1917,15.0
1918,15.0
1919,10.0
1920,14.0
1921,16.0
1922,12.0
1923,15.0
1924,8.0
1925,18.0
1926,14.0
1927,17.0
1928,6.0
1929,11.0
1930,11.0
1931,13.0
1932,16.0
1933,11.0
1934,10.0
1935,14.0
1936,8.0
1937,15.0
1938,20.0
1939,5.0
1940,14.0
1941,19.0
1942,10.0
1943,21.0
1944,9.0
1945,21.0
1946,15.0
1947,11.0
1948,22.0
1949,14.0
1950,9.0
1951,17.0
1952,19.0
1953,12.0
1954,18.0
1955,16.0
1956,20.0
1957,12.0
1958,17.0
1959,21.0
1960,10.0
1961,9.0
1962,10.0
1963,15.0
1964,20.0
1965,17.0
1966,16.0
1967,19.0
1968,16.0
1969,14.0
1970,22.0
1971,9.0
1972,19.0
1973,16.0
1974,12.0
1975,6.0
1976,11.0
1977,16.0
1978,10.0
1979,23.0
1980,18.0
1981,14.0
1982,17.0
1983,23.0
1984,18.0
1985,18.0
1986,17.0
1987,17.0
1988,17.0
1989,16.0
1990,12.0
1991,21.0
1992,19.0
1993,22.0
1994,17.0
1995,10.0
1996,19.0
1997,14.0
1998,19.0
1999,15.0
